video_name,clip_num,class
v_YqB7UEdhKug,283,20
v_YMsyF-g2TqE,580,117
v_g3InHLh678M,842,130
v_ejMpWeFZLec,297,140
v_soGmSXFO7wI,371,48
v_UvPUywSVy1k,553,56
v_Z3jo5hbPo1Q,727,78
v_YW3mCNKVaa4,160,182
v_wfSh2F8ymIg,87,182
v_XEqijKYIJNg,390,16
v_NDWJOqVUGeA,447,131
v_liNIRD7YwFQ,608,186
v_xoXTlNWkC7w,676,159
v_y3Wfx-RvTpk,306,44
v_Qq2vKc9hWUk,173,93
v_K9qWnvl8A1Q,234,153
v_fUJ88Ir7Dgc,297,64
v_LNd1TrbshXM,452,110
v_fRUoSevi63M,494,73
v_DgdEQgh8TKU,292,21
v_KyMDXMXZLyM,414,169
v_nTsXn3oHf_8,166,129
v_qpdREcmjhUw,165,179
v_CZISTSKNsSk,386,180
v_RgaFRpTYYR4,261,98
v_yJN4jnk_S1U,553,89
v_QxsELAtsSWE,638,25
v_bMRx3vSVZUQ,547,84
v_Io0_nTofT7w,736,128
v_A-Oz6mBBBZQ,93,111
v_2DCeEAz8iO8,613,4
v_ioHDdIBu2go,489,45
v_rVmNL8rzHnU,747,137
v_wiflxvRl04M,196,134
v_D1x5KVBdiuI,738,6
v_RO5WKh6dViA,283,193
v_S1bEYnNyLZE,140,37
v_I5YCAQXHoFw,429,154
v_bNGldPjMYHc,764,167
v_8i2lkdpB2w0,547,115
v_Il2jGm3L0-0,278,11
v_mxZRW_Xy7ks,633,180
v_MduMjuxuIac,337,34
v_FDTkn9SFPfs,137,120
v_OhgsnOwo4b4,711,16
v_SZqwvjwqwK4,833,160
v_XgaEYidtX6E,719,148
v_X1bmeq4u6YE,320,29
v_G4mX4StOvQE,458,145
v_G5HZX5i26us,81,146
v_cBCi-pOE5NQ,495,20
v_V2ltLccVh_Q,161,35
v_0hfKWxuVT5k,886,115
v_W0EN9JeU66A,112,188
v_LSvjzZHbetU,610,153
v_PfNtxlM1QHw,345,112
v_iazhs1cz_1Q,811,65
v_-kmomJph-6E,55,126
v_9SiYS0SEKTw,624,49
v_k3nRbFeancA,316,185
v_Mfk4bUp_ZC0,301,170
v_9ZnJyY_-Hzw,474,181
v_IjmeHBgFb3g,247,23
v_aBmKEmXVCqM,64,129
v_j_vP89LZlp8,487,28
v_MO37MVz4uuA,342,66
v_HEfOp_pz_j4,152,172
v_Mvl-TR0rDdA,234,61
v_v1ukgczEA5A,358,197
v_AA6nXQMyfhU,439,43
v_GvvmZ1Bi1xk,83,74
v_Nr49JFixNE4,537,46
v_v3tNh1and0U,419,187
v_MewROhYmQP0,192,4
v_Vjsd6Ec6eKA,457,34
v_WSaGZOdrjtM,631,64
v_HnEvJUr8DEM,29,95
v_c0qbyRWSptg,420,85
v_98MoyGZKHXc,584,118
v_8HY9CPl9CqE,118,62
v_K8ZPkLVlAiA,343,45
v_FkSf3pxra3M,58,13
v_2duxXAsCW0k,133,136
v_f6Nhpyq1XdU,122,50
v_fTGtoTlJyh0,720,101
v_Z57GknpXOBg,796,196
v_vy5IRxiudmI,204,25
v_EZZzVXqxG6U,598,13
v_VTbMcI6nw54,480,61
v_spAlIMm8jSg,378,61
v_uqlErIm56Jg,862,31
v_P6t2HLPZ3Dk,296,109
v_X5Bxa0OvdwI,798,77
v_sWaU9O4xzFE,645,190
v_YoDlwg4eAEA,374,16
v_jFqY3M37F-g,386,159
v_cQxTLj4XwuU,55,31
v_i-LI4TpJNQ8,603,115
v_VIjOP5ZBvHg,265,135
v_uE_8WuNO7cA,523,117
v_yVrru7t3478,187,132
v_vdYFwqfqgJA,272,161
v_eXK0iVPl1j8,365,83
v_xlPpP0eVL9A,580,22
v_rkDuiu5H8JY,399,110
v__dp7ZH3Upuw,205,193
v_ZKo3_ifK2tQ,125,0
v_kM7jFLYDUy0,32,170
v_JOYduGqZSRc,572,106
v_QWhn9Ncvvso,891,29
v_9MGnF59gZfM,321,91
v_bMWWSk_YFY8,189,112
v_O2vrVwjqktg,546,26
v_586OlQMU420,687,183
v_E8r9-dSKLwc,183,102
v_sA8fmJulHMs,385,67
v_wyARf3xHOgs,224,61
v_wSTU_jI-FRU,185,185
v_xm01x3C3RJo,858,12
v_qRmaZNDyDhA,623,118
v_YpA8T0ZjRIo,299,136
v_uFMDSiHu7g4,677,70
v_SH0t2-GgwiQ,443,127
v_j82E082KJSw,720,27
v_Ed08LA1pjIg,693,180
v_SQs7o8LeU6A,490,33
v_dzsSiqXxfpw,583,125
v_XLOhMBLYy2g,712,181
v_wlAnWPxnQ8k,347,54
v_YDNEa5ZOf6c,458,169
v_C7so_y5I_9s,596,195
v_ntKbTDQUhDA,474,150
v_JNFUZz1bqmg,665,41
v_puwMWETdvL0,386,117
v_SOkS5d8GjZ4,29,100
v_9WmsYbZl1pw,887,29
v_RkhSR7pz9qc,375,133
v_bKEvJveN6k4,354,46
v_BoKEPRjFydk,363,13
v_by8QQWbyimw,716,96
v__m8WprCWHF4,398,75
v_ucEqZtmQS-0,234,60
v_NfVL1o5HMEo,248,11
v_b40ECuGuck8,394,190
v_aFlumCYsZgM,101,138
v_5yqHTGQm2B0,316,164
v_PntiXZ692xM,583,176
v_gOKkjA2yvGo,167,25
v_toS-_4Ik5us,354,158
v_MJpfymVwtGc,500,72
v_FtHP0PNqo2s,713,66
v_wIthr5w6RV4,283,122
v_sHxzQu_4edY,617,51
v_tseeGOVN_eY,327,71
v_asM7fbK_F-U,472,159
v_J6ScF5n_Cug,501,38
v_HJZj6z1dyT4,208,189
v_jfIcmcE320Q,94,141
v_FBqtQ3HCk48,677,117
v_I9ZeyASdgTk,151,198
v_tYV23sjRgt8,314,88
v_Anvhv9FFv1Q,851,178
v_RiQdIJNDTo4,390,65
v_NLTd7qCLT7o,581,164
v_ohNtDBYmhX0,578,52
v_l_R7AbA-d04,231,122
v_szW1c2SGdew,424,116
v_ItFq_6cIByw,101,160
v_dKf46wUnn-s,204,121
v_Paj9y9YMSg0,284,4
v_4a0Q-IAqO8U,866,187
v_JZK-HJ-Tdw4,829,19
v_lkSkFmHYdtI,79,13
v_8xm7fWZ0RmE,104,65
v_DsnVkCHbEVM,204,30
v__HIJu_hNweY,561,99
v_8J_bB1vI0uE,504,58
v_0L959X4oxaY,219,182
v_Lm7KLQgzQDk,334,83
v_sicaCRRCkiY,58,103
v_Q7eK0xT6VSQ,103,118
v_4dVVaDvCzn0,39,158
v_LFbW1KVHT8s,294,195
v_n_hNYA5kWME,719,163
v_jRnJRqvmZvk,431,100
v_Zsaa3XXIAhk,163,92
v_n1sWb2K6hBM,625,15
v_A49K-WtIzsY,196,169
v_rF1AqlLjECk,680,161
v_hgpekgU915k,49,126
v_yVK-GMdc9UA,198,9
v_4b2_OpAGwW0,891,110
v_agr3ZKq1Iso,336,170
v_OSw73cXwjR4,596,98
v_XSDIekFXkv0,292,81
v_ORcQpMrCLTI,649,175
v_Lg6QZST92xo,193,21
v_Tcf9sOzU-7M,839,35
v_N3rFdrfE3q8,127,132
v_R3CGHNqunGA,680,52
v_kBUDMFgWO9I,17,81
v_5MJmwr1cmnU,371,186
v_eUCKEnKxG8w,626,134
v_JXL7LxJSjzw,533,21
v_UciHec7xncc,66,193
v_DG9-yffcXS4,598,131
v_W5jswt09V3s,721,116
v_I5setZ8js9I,423,186
v_s0Pw7vKtqpo,637,186
v_Y1kCMRoDjWk,613,191
v_cRBnLFujD3g,346,83
v_fxyqt18d-jo,391,29
v_MwkRK7A46P4,584,133
v_ZJWLTokAJbo,229,129
v_jHyWtrhNTTk,162,64
v_ZW3SKczQzJU,424,37
v_yr_ZOq9ZB9E,586,148
v_HbF6UM4jUDk,866,140
v_QooDDNWaQjU,232,125
v_6yD5jZn6SEs,47,61
v_8j75QYV-iCg,575,104
v_g5BPyMdlurg,579,96
v_rWfi4xN3XQI,842,15
v_TLQFjTXZ58E,477,74
v_ZKP5J7OKEvI,541,3
v_AffS41W1Jgg,180,137
v_MO8Dfz2Lp3w,482,157
v_4L0AI0f-cMs,725,149
v_pVehZjbud_M,362,28
v_jl10JmELMqY,777,146
v_Hujj6Q1Et3k,424,159
v_qmOYKPkURiw,126,33
v_g4vyzwiJYWw,564,22
v_4IRb308UjTA,188,118
v_-KbDXeEoQ1E,774,51
v_CaDoaqs_5jE,833,142
v_xfOs5nRsSuQ,507,14
v_V9nOM1VWdnc,471,150
v_hYBctolxeqQ,487,160
v_6TgVNz6PATk,129,182
v_zkLld95_bhg,349,85
v_KX-vl2o8U1w,675,160
v_PbZIYJxoWdY,591,195
v_ck05xSh9-ig,82,136
v_pF7z3Z_JSGk,356,120
v_n2fFj1mBjhQ,60,69
v_yCPeF59MOEk,223,139
v_YtKUxxMo6Cs,249,195
v_3_Gha8keu-A,635,1
v_dsgQVrJi71g,459,74
v_SX075xQ0j6c,164,146
v_EM0N4dzewIg,772,101
v_sCzauf2u4dc,435,15
v_xXRKrdnuZBQ,299,141
v_nYlAXMmPWw0,554,1
v_0DEF7Mp7ZP4,531,158
v_t19uSLVQGWA,188,160
v_exhsUZg_xQA,50,96
v_CI6cPLeVCTk,15,188
v_SfYJTxMRKDE,860,171
v_VFOjLDa5VtA,89,99
v_K-rEA43wOS0,473,106
v_o_Davs3OrOw,110,187
v_XWG_-4VMTcA,206,126
v_CTxuJBTp_CQ,672,124
v_lxtG6PbeaqY,499,46
v_pxfc6AIPrig,281,84
v_RuBLAghI1vE,395,122
v_iODCh_DsGak,641,3
v_CBN0dqyWB7w,534,118
v_0T1FKHx3yOk,710,185
v_unLrTQt07kI,163,71
v_weeD4A7gl2A,101,136
v_37Q3so6ERxs,28,32
v_B0jASjqZl7s,588,182
v_a5WhYgyH_C0,531,45
v_mgEX5A1o2jg,453,101
v_boqfpo3YAps,830,176
v_xOGOd2UJaMY,715,116
v_lJRwUE12drE,327,11
v_OmIcycXGkG8,606,26
v_mEsW__Np9Xo,201,4
v_kMsWDe0V1Xg,714,20
v_MLU2wreEGIg,73,193
v_fkUnZB6NTT8,595,182
v_iuEuMQUXLVw,664,149
v_JiZCjH6ePq0,860,46
v_AEH6JEd_03c,316,103
v_UaZcqOngDzo,531,87
v_1SXVKikAHdM,672,173
v_66-sCRx4QRI,666,186
v_bQ3yPbCICRg,31,128
v_9xC9rVAJHm8,245,67
v_PTkNBVyhUuo,524,91
v_TPu-vPWJtIA,316,187
v_oq54_GlzK6A,623,109
v_NNKEE-015ZY,272,75
v_MKLoBzvca30,528,133
v_wj0D-wiqEb0,323,38
v_EsGpVb1-W0E,323,93
v_LZ4dINjqX5U,182,23
v_CBDFNn15G90,650,94
v_aM9WZ1_8yC0,642,190
v_HfowLX1u38Y,231,40
v_c8ntlBKuVmc,266,191
v_B3YfGd4Wt24,377,34
v_f2fyhNjY3EA,164,85
v_n8gFxENOyR0,1465,52
v_Qn61vl2khuo,463,129
v_jpGyplACWUg,139,48
v_L7Gt1NO1nx8,272,123
v_J1LIG037WzE,625,2
v_xIB7VSLKvaM,741,74
v_12sz7NMvyfI,255,108
v_BG4QxmqBaS4,681,19
v_R586XlFT7Go,257,176
v_Qyruw9480BU,441,9
v_kI6maggAugg,447,10
v_SMpmoqIk3Ts,92,30
v_NMBu3DIn1eg,756,43
v_mwGs9TeYpM0,163,69
v_43OU5XCzLzo,133,171
v_bbDWLOPnWOY,157,162
v_WhYyvKiwLc8,199,100
v_ynda_PQe_CM,789,133
v_8UvKQnfXnCk,290,196
v_VIQG4W0vYxw,442,176
v_LXH96dFBVYk,834,112
v_ctMcsGnutho,675,118
v_Me3ykrZobJE,401,53
v_u_G3ZPXU35A,260,36
v_rDlPcW_2nG0,446,29
v_Lh3dhueuKmQ,543,137
v_h15m87WsCHQ,513,161
v_RZurdKhOxk0,568,3
v_PUqHiigzb7A,74,10
v_bWYIL4KG8kM,679,46
v_U697zTxxDHM,357,173
v_Y1Vop80R9b8,208,153
v_JMIvoKPtxRA,335,126
v_pc_QYeZG9GA,39,37
v_QCBaT1NJ32E,319,67
v_uBT9n8wOKP4,160,108
v_F4FpAZJSV1g,351,42
v_oWaqaK58Tds,745,122
v_nDGhaYCgRiI,660,181
v_9tks__Y0mqI,382,138
v_UVxXr_mh5BM,734,110
v_CXSoih6nFME,579,5
v_lly76lvHbB8,65,122
v_bvBNoeCBDdg,565,161
v_MKLwNTbEK4E,401,158
v_HqGWA16ECWE,37,193
v_uThAYmmxBFk,284,79
v_gi0wjdtxaC4,239,96
v_4CTczKzaPa4,163,139
v_VSdjLyGA8Oc,744,141
v_9jFyJhik9VM,47,84
v_hsUfo_jHQ60,312,176
v_SGdhHAZHwmI,515,165
v_vctal2m9Zvg,75,113
v_WOonpO98TdQ,866,6
v_ZRnCnUeqKv4,614,14
v_E5bRptEXtq8,586,170
v_CBckvP5FR4A,411,92
v_Ar3eaYtLlKI,209,75
v_Lk_Xe9yQ8Zc,588,175
v__-zOtZZ_fwI,570,169
v_8eqO6e2wWmY,166,99
v_F3tKnLz9YyE,41,187
v_lhdro5SnxU0,850,119
v_8TDYCXqSHCw,66,10
v_jBKlpn2mE8I,784,28
v_ZazjI26IQUo,206,57
v_NogC2IkaaAI,53,185
v_2cc7BoZHEJI,329,30
v_UB2GzjNzo3M,887,102
v_IlzwpnsIRZM,124,26
v_6XINT0LDdz8,146,11
v_2PCZkpF1_wU,506,149
v_Nk4p-ah_PkA,117,95
v_n3wYcW4mnrs,224,171
v_A0R3KFXD_BU,173,158
v_AU3_oU1_rfA,386,60
v_v4KygkYPdp0,722,159
v_fs2per3zoZQ,197,117
v_Yfg0bZbxjVg,857,12
v_M7MDkkGdkas,152,50
v_ZkkTMR21XLc,433,167
v_fsyMiHRW3z4,201,86
v_8DZj0ggPr74,111,161
v_azfkn6EsuJA,122,197
v_PwMDJapSo70,319,120
v_Z_F01eV0Iqw,854,180
v_RgzbNJPchqc,206,33
v_HrWr7FmBYn4,681,107
v_f-aGlEjgZoE,735,5
v_9-XGzUTSsuI,271,2
v_0LebHO3TvzE,68,94
v_N4wKdmmX0lk,143,164
v_UKhH_iEifrU,350,150
v_NpKBAtQ5M6I,649,49
v_Xpb1Lup1GAU,537,146
v_Aqx7rM9gZgg,382,15
v_wdecG9VSAl0,522,115
v_GkPmeXaNY0s,404,199
v_Z8xxgFpK-NM,456,116
v_VwclmKWo_-M,451,29
v_NbmseYFNIlA,182,42
v_kuPWb9E4aUQ,518,177
v_Nj_fvFbf56I,121,86
v_suwVnxHZtI8,386,182
v_-1CEVKeAyA8,756,146
v_iJPPWotXvV0,131,10
v_rDYeRbucGt4,308,145
v_bOp6pObPeZ4,480,3
v_2jpnkf-xgf0,604,103
v_ZGnnFIDJjaY,531,199
v_KE2tDW9x9d8,759,29
v_0z_dyY_89ys,359,36
v_3ROld-bSgPQ,315,138
v_kWPvAxLzGw8,773,57
v_YRp5nE0Hlsc,499,78
v_VEihQG2UWKE,467,144
v_mhU_KzxJyr4,174,114
v_bXp_reTHyHY,380,15
v_5l2_BVOqQX8,821,193
v_opxLlaEPxqw,364,24
v_zwm-v9MLOFY,700,83
v_FIzlf7jdsUY,559,90
v_Isx1Q5wyJZg,403,175
v_BUk-fR6TAnk,692,53
v_J3coWVRd5do,163,64
v_NS8qkB39x9U,238,90
v_ANuV_fDgI54,835,19
v_Oj_PLXsWxL4,641,10
v_9mF5s6_dTlk,389,197
v_KYtV2vpwuVw,368,102
v_yqkjHCPsdF0,59,30
v_800KXmqsK-w,689,170
v_Jb8YAhQ6EMk,133,71
v_KmhzUY2ooCw,290,121
v_-Sp-gOEGy2o,857,40
v_o8PA6XW32oI,97,163
v_or7N8oeI-SY,682,31
v_f119wB0sj0w,428,8
v_8Qg395HjqFg,613,29
v_tRAntV9Om2o,477,123
v_g_T8qK7qTFI,199,8
v_r1ZhBGLfRWY,51,139
v_LlhgIOYsxsE,223,194
v_Vm07Uu4_iCE,253,118
v_Sk1RSHPavBU,35,105
v_1Y3BV0Awjuo,207,155
v_tgPjcWP7Vig,651,25
v_2wC0d2XUses,114,179
v_SCM5-6hQCGY,448,111
v_gRzHp84ptgE,296,186
v_G2soQTiGL10,766,56
v_rob5gIT_pAw,226,198
v_QHJTOHgjDMw,358,65
v_YAPkcWlWmYg,832,1
v_c_KU8M2YfzA,639,192
v_nStBfiFl6RU,642,1
v_oeFUzyNgxQU,453,181
v_FBbN6FHC7L8,245,78
v_Ft3SzVtUsKA,279,62
v_xx5TLuZmjcE,24,63
v_cS19K2310Lc,615,110
v_gg_F8EtNMW0,36,2
v_R_ffZ9kGeTI,631,148
v_1DvNkSGk-JA,503,196
v_DmaPpBMsuXg,190,99
v_IKhLjVIYisg,605,173
v_hXGE1GGTHzM,273,162
v_46ac33Z6V4E,298,169
v_yrGietojx78,438,123
v_jA-KApGlXyA,249,93
v_o1WPnnvs00I,859,38
v_YJcjkeVD0qk,432,59
v_2SMmL6kIx-w,723,78
v_ncTkaZcDcTo,335,148
v_58he7Xcwfws,134,10
v_vV_d5bfNmBQ,396,157
v_1P_y_DLlg-E,97,108
v_8W-x068F4tE,217,23
v_afrMWrFkgDg,301,138
v_Lr-FutvMXoA,160,19
v_GWRqx0obKzA,241,171
v_ruHRz56XGE4,162,74
v_x_luDzL03vw,859,97
v_kUwCHpiuCuA,573,129
v_G-xh30e4s8E,598,33
v_6AwS8vWMwSA,197,172
v_Ib1xMq2aUl0,722,173
v_4KqjBUpLQk8,847,113
v_rHUCx_JqNk4,585,110
v_cDV1vDdAT1w,223,84
v_WDvsx_q2h-4,439,82
v_2vOBrR0jKgY,288,67
v_A_g93uJD-_8,396,151
v_xZEl3yh0Cos,594,49
v_VvbWwNDHJf4,462,173
v_kC1DyxcRHBg,439,119
v__0IkiqDouX8,935,186
v_i9g2MGNUVQI,362,112
v_zb2YYXs4gtw,771,114
v_8EGM3zcvjs8,697,1
v_485DjSbjOV8,556,159
v_nwznKOuZM7w,117,197
v_hW25ecQ1GUc,159,166
v_-vqefJDOxkw,21,42
v_cV9xeDlKJok,275,173
v_Uru0CastJqU,203,62
v_QBJelFFVJu0,287,18
v_HGy8UgabFMw,235,191
v_IhuwmiSPx0w,686,34
v_5u-PL0wr3TU,43,132
v_Dv2T0R7HVBQ,63,187
v_eC4l8AuAmKw,617,70
v_P_b6_k2ocYw,273,146
v_lO2Y1vkpyNc,517,8
v_smk2WJV1Zmo,470,75
v_bDf_xpUpdmU,536,148
v_awv0jtZpeoo,104,194
v_H9ejAfleKUg,615,58
v_wQHMoyzJx_w,329,155
v_oyljZJZJ7IA,663,75
v_OkMH4AlF8hQ,187,138
v_2UJ4wqJt_Y8,10,173
v_6Kbv1OpIpaA,609,92
v_PhioVMXx0yY,237,129
v_nM_6V_Z6IwI,181,22
v_yqzV0O139Yk,282,145
v_x0TiekqVMj0,689,89
v_Vpue9WHrcAk,336,67
v_ssies4ErWus,81,80
v_G-giwt-TN8A,346,108
v_wsc5GIgVwN8,645,148
v_B0enQXEBfKk,371,3
v_rmGvgGOkqyk,152,24
v_YnsusYE6i_0,838,78
v_mhsotF4wdG8,727,172
v_C2KzNljiTIU,194,28
v_QeVVKZhoFCg,773,5
v_rjgu0ucCW7U,462,74
v_k3rWocPJ428,524,189
v_-6prmNqkAN8,145,122
v_WWhL75t7p8A,375,192
v_nnUYbsoLNqo,728,176
v_KgfKmcsEMK0,77,66
v_WGHXYbCWvyU,749,97
v_Q8Y9pmhvJqE,199,161
v_srARxP_ocyg,114,2
v_gN_Kq57w72s,741,149
v_zogfsf4O3Vg,187,32
v_YXl4cEB7E3Y,70,33
v_cxIfpBvuk0E,358,67
v_d40Tv56RrnA,70,80
v_DF9CGVGiKXY,269,175
v_485Wn1DXt5U,371,140
v_g7IZWqeyM20,366,93
v_FMXPFrZYhes,52,48
v_XOEQfCu6KsE,535,125
v_Y4pyUctR49I,156,47
v_a370DDsJtBA,179,163
v_fULvroAfMAo,368,48
v_6RdkwoTi-98,47,76
v_jw8yJ6tJXrA,110,7
v_UzmnkYD5YTA,314,38
v_nDRaXY5ddPs,215,152
v_fm6UhMKF8DU,231,41
v__HeqBIO9TgQ,243,71
v_Lt6waJFJWI0,197,141
v_KTk1Rh8Lgdw,442,90
v_G6qOkn-K6aw,295,70
v_StM48dIvK-M,235,192
v_oYH-XLQzMxU,123,39
v_pT2fO9vlVn0,307,79
v_Yh9eGll8fYQ,166,41
v_n_CMnVD7kCg,545,96
v_SHS8pNOsZDU,96,4
v_wvlyV067oOU,532,46
v_9XanCE5nX2Q,630,70
v_YYpeT1sH_m0,443,105
v_t6trrsdhMEc,76,127
v_HI_lWd3JhII,266,197
v_F7V-FqgG3T8,190,99
v_qGf6earGAOc,260,195
v__4wEUsTft44,425,143
v_Exu0qsz42fQ,738,160
v_H5TETCI731k,452,14
v_9o2iojC7gSw,489,19
v_q8mReXud6fE,35,168
v_XG6ar8yc2pM,538,51
v_o8RIoxL9FDE,86,134
v_Wu3wa5Rc_Qw,53,115
v_JGxSaJ7XoPQ,294,15
v_IwSUfrzxFnU,674,81
v_0jrThYemNLs,190,130
v_HNBiW2Nq318,122,54
v_0PnAEoMx-v0,357,92
v_4Dj7wOTfyH4,718,143
v_yRD0WDE5IG0,816,79
v_ZMG8WE3Y22k,422,167
v_URzytLugoVw,160,95
v_8cH0mAgsuAc,526,145
v_ouc67LyENuw,410,112
v_jBvGvVw3R-Q,817,6
v_lzQwtmUrSK4,625,133
v_G7kqlq8WhRo,533,192
v_ubR7XPBJQH8,652,97
v_ldjIg23Rofw,770,106
v_IKrnz_OzqT8,333,159
v_hPOtGLv1GzM,708,102
v_n-i9nC6vxu0,294,181
v_UeN7XgwLkOU,600,173
v_nfTFGY2n_io,852,150
v_wqThk38AdEA,70,38
v_hIQ4Lmazo4g,249,111
v_zTrI4pPFIlw,560,23
v_QCcueK6xiZ4,272,136
v_k5wjc4OO1XM,243,151
v_UxhKb-zZoWE,473,185
v_5kCv4zwc7-I,622,47
v_REOP3JWB0yc,560,69
v_NGF0rQiDxNk,143,61
v_Tg3FU9Ro6KQ,753,47
v_6LrY7uMj8Kg,485,34
v_hiEVVSgAhls,254,26
v_r7Z5Pm3pKMA,141,141
v_ExMpLopi9ug,155,23
v_kFmOtf_Ew1w,684,187
v_B3ZVUyLeT84,221,186
v_0IN40z63WAU,723,129
v_a7FNzxXWvgU,630,29
v_X4IE65LtDzQ,581,86
v_8EyYHnijfnI,488,72
v_NyL7m4JV8vQ,367,64
v_bKVrokdj7HM,461,160
v_O8TIRkB99Lo,471,137
v_fCE3Eo7_Nmw,224,155
v_UgtzVS_oeq0,127,67
v_Z-2Gwqt_GCQ,615,152
v_SxIJ6MjcgnY,456,125
v_Hfd5sxW8Clg,700,163
v_wideKBXF-60,550,4
v_6dNh6AxVLx8,438,102
v_iIhEO_NA8gk,827,180
v_jhiJUgDpwFw,110,193
v_zUPadKgtYHw,428,176
v__zAfwnDt4VE,16,80
v_cKFARm4dsws,31,188
v_oEZToisRw4w,801,48
v_gpmrwsV9skQ,95,164
v_5CtecK635eI,800,10
v_bOULU-0Nloc,658,55
v_D707ZMWH7jQ,624,49
v_ciXArKhjAv8,26,138
v_c8GFfLcwFrE,457,186
v_gsfIHiBB6xE,535,123
v_wuZkli4TSZQ,178,139
v_Ay6oxBYCSnU,72,161
v_2u1gdf_53C0,274,154
v_f00gW6PbWDE,178,179
v_UYHgieL5IKM,692,178
v_SiqB6_9kNQU,605,170
v_8ikOQRbeQL8,494,104
v_UvIS1-hwgaQ,1169,58
v_H_xL4tssqEU,874,146
v_feio1hW6Dy0,418,78
v_G02h5bFOpCE,305,186
v_asyXgaH1Sro,229,28
v_MOBJ_kpzHc0,708,150
v_-fLJHBqizNM,270,11
v_XFlWVBU4z9E,328,0
v_74HRnmwIhfM,666,56
v_wZ-teiWX4mg,431,161
v_yqOW5LBA81w,250,191
v_GqWH2IYPw6U,364,82
v_UFfi0gxL6_Y,594,82
v_wG0OD99mjdY,445,58
v_fruimvo90vA,137,42
v_b993qWuMRBA,1500,169
v_aB5xErksFkI,54,147
v_bEt8fGREAAA,453,20
v_J98U-PGh1bQ,101,152
v_N_FbnDY_2j8,55,182
v_-AaOr1DI2no,424,137
v_1AxGiLSmGZo,186,84
v_nobV1wL__iY,1181,35
v_pv73L2pQX1s,204,198
v_CB41iJu4ZVY,355,54
v_SnBTp7iV2kE,530,162
v_H7EmlU0wQ6g,66,45
v_f0cxC1B5cbw,855,168
v_bnkO0slLSyw,663,3
v_SsW-IeF0bzE,880,170
v_Z90-HZ_geSI,323,135
v_hV_Ud3zrAnA,287,175
v_Cx1614E1Mgk,456,159
v_dIlpPraDc-I,360,180
v_xXDNNCl1m6c,203,169
v_4rv1uLmbyHA,433,56
v_XhqFJNRt-5g,111,113
v_Vx6vP1oxiAg,73,114
v_-vKXPND_mD8,28,114
v_xpxxH2V7Fe8,566,128
v_o1DCCTev0CQ,670,137
v_KaGXQh-UHVU,379,152
v_HysxcMFrTkc,628,175
v_YK5n3YTf8pI,186,10
v_WVxP7f_OyEs,655,195
v_c2VcfB3YTBo,459,3
v_jQU4NYJzxco,222,71
v_X2zoUDI1Gmc,790,107
v_KPJJfGK5NCw,480,48
v_fkgojk18K0E,358,89
v_h0p_7Q2Bucc,303,81
v_Cy56IkwsQVs,592,106
v_zM1-aiWdPvY,270,15
v_Q6tYENILn40,116,65
v_C7rGK81C7SU,893,149
v_ZWHFbIjh0N8,702,157
v_qCZhlIBr8_Q,250,128
v_BryW4niZT9Y,333,39
v_ztD4lVJATws,51,145
v_moqRG7uwZ4Q,387,108
v_JMJp9kFudNA,585,125
v_OWEwmnZvvJE,567,187
v_JlgDwIT9KLI,409,29
v_i_Fs0Qrtu90,837,50
v_N5J9Zb07uuQ,658,137
v_GlvfqDfvbKA,144,160
v_CAW0CEuyvZo,13,5
v_kKxNVwk7Evc,329,128
v_NLkJgnrKaKM,34,59
v_esZMkzlZiuY,241,30
v_Xueo66Jb8T4,598,174
v_4XfNexN6t04,140,159
v_P9I3zxNUu74,642,124
v_PWriIL3pTWY,368,172
v_0CTnYEE7rdo,554,52
v_zcDA0s8eWU4,514,21
v_n--fgqwuTTI,637,101
v_D9A_9FH7e-A,628,47
v_dJAZplo9ke0,56,171
v_gwbRqyRZguM,94,188
v_g0ns-bQ4PjE,561,89
v_m7wfcL6YSMY,161,114
v_TY4-gh8DV04,119,194
v_xpA16yFuDqw,345,187
v_B2qCBkXrb8s,213,185
v_fm4ZaId1sL0,55,9
v_U2-GFZxIufw,122,196
v_RoHYo2x9gbc,439,123
v_dG_jxrIaK6w,148,65
v_gkhgAlVSKTI,778,33
v_4EQYvkfMUWw,219,82
v_twQbAuWVxlU,72,75
v_lcwR7eA-VOY,662,100
v_veKNTB-N9EQ,565,136
v_IpFsz2xc3sY,736,90
v_5t_hQVg9NsE,279,62
v_b2eonKWCocE,585,168
v_Ix2vIutdeNQ,134,134
v_kF7p6irju1Q,410,78
v_ICM-GjDa9QY,473,36
v_Z9o_h64qVeo,515,98
v_2FRzNpVz6f8,175,4
v_eCNng1eGQ_0,861,14
v_OsiES8BiRac,705,89
v_wmmOt79-Azo,163,99
v_34cQhizPKfc,1372,180
v_VssVjdgvHrQ,293,50
v_LaWCwEG6n3w,691,142
v_XwrF8edyJz0,669,150
v_HadTAlDM5YM,486,60
v_HGK_K2XqhTA,357,0
v_0bjHe_5nACw,465,82
v_sfeUXTuKMs8,598,51
v_fghAmraOM9A,491,173
v_9qgO4EQiQzI,592,143
v_ZOeQh2-ci3M,515,50
v_yScYLIJ_txA,152,102
v_H9FxfosWRTE,583,145
v_1aNOjjLWjxc,9,157
v_uqixFWxAQSA,784,169
v_HeMpg3SAUUs,102,22
v_ooWk0EL6I7o,78,90
v_ciS5DtShxA8,548,166
v_e60HGAzBOvo,486,197
