video,numFrame,seconds,fps,rfps,subset,featureFrame
v_jA-KApGlXyA,2004,66.99,29.9,29.73578,training,1992
v_o1WPnnvs00I,6886,229.86,30.0,29.89646,training,6872
v_YJcjkeVD0qk,3472,115.89,30.0,29.82138,training,3456
v_2SMmL6kIx-w,5796,231.97,25.0,24.93426,training,5784
v_ncTkaZcDcTo,2692,89.91,29.9,29.80759,training,2680
v_58he7Xcwfws,1083,36.22,29.9,29.59691,training,1072
v_vV_d5bfNmBQ,3177,106.09,29.9,29.86144,training,3168
v_1P_y_DLlg-E,785,26.29,29.9,29.51693,training,776
v_8W-x068F4tE,1745,58.31,29.9,29.77191,training,1736
v_afrMWrFkgDg,2419,80.74,30.0,29.82413,training,2408
v_Lr-FutvMXoA,1294,43.26,29.9,29.58853,training,1280
v_GWRqx0obKzA,1937,64.74,29.9,29.78066,training,1928
v_ruHRz56XGE4,1305,43.63,29.9,29.70433,training,1296
v_x_luDzL03vw,6881,229.69,30.0,29.91859,training,6872
v_kUwCHpiuCuA,4594,153.41,29.9,29.88071,training,4584
v_G-xh30e4s8E,4797,160.01,30.0,29.89813,training,4784
v_6AwS8vWMwSA,1588,53.96,29.4,29.20682,training,1576
v_Ib1xMq2aUl0,5785,193.12,30.0,29.90886,training,5776
v_4KqjBUpLQk8,6788,226.35,30.0,29.93594,training,6776
v_rHUCx_JqNk4,4696,156.88,29.9,29.83172,training,4680
v_cDV1vDdAT1w,1799,60.16,29.9,29.65426,training,1784
v_WDvsx_q2h-4,3523,146.89,24.0,23.90905,training,3512
v_2vOBrR0jKgY,2315,193.21,12.0,11.92485,training,2304
v_A_g93uJD-_8,3182,106.30,29.9,29.80245,training,3168
v_xZEl3yh0Cos,4765,159.15,29.9,29.85862,training,4752
v_VvbWwNDHJf4,3707,123.79,29.9,29.85702,training,3696
v_kC1DyxcRHBg,3521,117.59,29.9,29.86649,training,3512
v__0IkiqDouX8,7493,149.93,50.0,49.88995,training,7480
v_i9g2MGNUVQI,2910,97.20,29.9,29.79424,training,2896
v_zb2YYXs4gtw,6179,206.26,30.0,29.90400,training,6168
v_8EGM3zcvjs8,5590,186.74,29.9,29.85970,training,5576
v_485DjSbjOV8,4458,148.72,30.0,29.90855,training,4448
v_nwznKOuZM7w,945,31.65,29.9,29.57346,training,936
v_hW25ecQ1GUc,1287,43.07,29.9,29.53332,training,1272
v_-vqefJDOxkw,178,6.04,29.5,27.81457,training,168
v_cV9xeDlKJok,2214,74.77,29.6,29.42357,training,2200
v_Uru0CastJqU,1634,54.61,29.9,29.73814,training,1624
v_QBJelFFVJu0,2308,77.14,29.9,29.76407,training,2296
v_HGy8UgabFMw,1889,63.11,29.9,29.78926,training,1880
v_IhuwmiSPx0w,5500,183.65,29.9,29.88293,training,5488
v_5u-PL0wr3TU,359,12.05,29.8,28.54772,training,344
v_Dv2T0R7HVBQ,513,17.18,29.9,29.33644,training,504
v_eC4l8AuAmKw,4947,165.00,30.0,29.91515,training,4936
v_P_b6_k2ocYw,2194,87.89,25.0,24.84924,training,2184
v_lO2Y1vkpyNc,4148,138.39,30.0,29.88655,training,4136
v_smk2WJV1Zmo,3775,126.06,29.9,29.82707,training,3760
v_bDf_xpUpdmU,4300,143.57,30.0,29.86696,training,4288
v_awv0jtZpeoo,845,28.28,29.9,29.42008,training,832
v_H9ejAfleKUg,4932,164.65,30.0,29.88157,training,4920
v_wQHMoyzJx_w,2647,88.44,29.9,29.76029,training,2632
v_oyljZJZJ7IA,5317,177.49,30.0,29.88337,training,5304
v_OkMH4AlF8hQ,1505,50.25,30.0,29.77114,training,1496
v_2UJ4wqJt_Y8,89,3.07,29.0,26.05863,training,80
v_6Kbv1OpIpaA,4884,195.47,25.0,24.92454,training,4872
v_PhioVMXx0yY,1911,63.88,29.9,29.68065,training,1896
v_nM_6V_Z6IwI,1462,97.71,15.0,14.81936,training,1448
v_yqzV0O139Yk,2271,90.98,25.0,24.79666,training,2256
v_x0TiekqVMj0,5521,220.99,25.0,24.94231,training,5512
v_Vpue9WHrcAk,2702,90.26,29.9,29.78063,training,2688
v_ssies4ErWus,662,44.26,15.0,14.64076,training,648
v_G-giwt-TN8A,2784,93.02,29.9,29.75704,training,2768
v_wsc5GIgVwN8,5174,172.73,30.0,29.87321,training,5160
v_B0enQXEBfKk,2981,99.59,29.9,29.80219,training,2968
v_rmGvgGOkqyk,1230,49.30,24.9,24.66531,training,1216
v_YnsusYE6i_0,6716,224.19,30.0,29.90321,training,6704
v_mhsotF4wdG8,5828,194.56,30.0,29.89309,training,5816
v_C2KzNljiTIU,1565,52.34,29.9,29.65227,training,1552
v_QeVVKZhoFCg,6198,206.71,30.0,29.91631,training,6184
v_rjgu0ucCW7U,3709,123.86,29.9,29.84014,training,3696
v_k3rWocPJ428,4206,70.21,59.9,59.70659,training,4192
v_-6prmNqkAN8,1175,47.14,24.9,24.60755,training,1160
v_WWhL75t7p8A,3014,100.66,29.9,29.80330,training,3000
v_nnUYbsoLNqo,5839,195.03,29.9,29.86207,training,5824
v_KgfKmcsEMK0,632,21.20,29.8,29.05660,training,616
v_WGHXYbCWvyU,6005,200.30,30.0,29.91513,training,5992
v_Q8Y9pmhvJqE,1601,53.52,29.9,29.74589,training,1592
v_srARxP_ocyg,923,30.86,29.9,29.55282,training,912
v_gN_Kq57w72s,5938,237.61,25.0,24.94844,training,5928
v_zogfsf4O3Vg,1510,100.80,15.0,14.84127,training,1496
v_YXl4cEB7E3Y,572,19.20,29.8,29.16667,training,560
v_cxIfpBvuk0E,2875,191.80,15.0,14.93222,training,2864
v_d40Tv56RrnA,570,19.11,29.8,29.30403,training,560
v_DF9CGVGiKXY,2161,90.19,24.0,23.86074,training,2152
v_485Wn1DXt5U,2978,119.21,25.0,24.89724,training,2968
v_g7IZWqeyM20,2944,117.89,25.0,24.83671,training,2928
v_FMXPFrZYhes,429,14.40,29.8,28.88889,training,416
v_XOEQfCu6KsE,4291,143.13,30.0,29.90289,training,4280
v_Y4pyUctR49I,1259,42.05,29.9,29.67895,training,1248
v_a370DDsJtBA,1441,96.48,14.9,14.84245,training,1432
v_fULvroAfMAo,2954,118.26,25.0,24.89430,training,2944
v_6RdkwoTi-98,389,13.05,29.8,28.81226,training,376
v_jw8yJ6tJXrA,890,14.93,59.6,58.94173,training,880
v_UzmnkYD5YTA,2528,101.22,25.0,24.81723,training,2512
v_nDRaXY5ddPs,1735,87.54,19.8,19.64816,training,1720
v_fm6UhMKF8DU,1864,62.28,29.9,29.67245,training,1848
v__HeqBIO9TgQ,1955,65.32,29.9,29.76118,training,1944
v_Lt6waJFJWI0,1589,63.69,24.9,24.74486,training,1576
v_KTk1Rh8Lgdw,3552,176.17,20.2,20.07152,training,3536
v_G6qOkn-K6aw,2376,208.12,11.4,11.33961,training,2360
v_StM48dIvK-M,1895,79.16,23.9,23.74937,training,1880
v_oYH-XLQzMxU,995,33.30,29.9,29.54955,training,984
v_pT2fO9vlVn0,2469,82.50,29.9,29.76970,training,2456
v_Yh9eGll8fYQ,1342,56.01,24.0,23.71005,training,1328
v_n_CMnVD7kCg,4371,145.85,30.0,29.89373,training,4360
v_SHS8pNOsZDU,779,26.36,29.6,29.13505,training,768
v_wvlyV067oOU,4271,143.27,29.8,29.70615,training,4256
v_9XanCE5nX2Q,5056,168.83,29.9,29.85251,training,5040
v_YYpeT1sH_m0,3557,142.76,24.9,24.82488,training,3544
v_t6trrsdhMEc,621,26.12,23.8,23.27718,training,608
v_HI_lWd3JhII,2141,71.59,29.9,29.72482,training,2128
v_F7V-FqgG3T8,1530,51.18,29.9,29.69910,training,1520
v_qGf6earGAOc,2093,87.40,23.9,23.79863,training,2080
v__4wEUsTft44,3413,113.89,30.0,29.85337,training,3400
v_Exu0qsz42fQ,5918,197.39,30.0,29.91033,training,5904
v_H5TETCI731k,3630,121.21,29.9,29.83252,training,3616
v_9o2iojC7gSw,3928,131.24,29.9,29.80799,training,3912
v_q8mReXud6fE,289,29.05,9.9,9.63855,training,280
v_XG6ar8yc2pM,4313,144.03,29.9,29.88266,training,4304
v_o8RIoxL9FDE,699,23.41,29.9,29.38915,training,688
v_Wu3wa5Rc_Qw,438,17.62,24.9,24.06356,training,424
v_JGxSaJ7XoPQ,2367,79.25,29.9,29.67823,training,2352
v_IwSUfrzxFnU,5405,180.30,30.0,29.90571,training,5392
v_0jrThYemNLs,1532,63.99,23.9,23.75371,training,1520
v_HNBiW2Nq318,991,40.03,24.8,24.38171,training,976
v_0PnAEoMx-v0,2866,95.76,29.9,29.82456,training,2856
v_4Dj7wOTfyH4,5756,192.17,30.0,29.89020,training,5744
v_yRD0WDE5IG0,6544,218.27,30.0,29.90791,training,6528
v_ZMG8WE3Y22k,3387,135.58,25.0,24.90043,training,3376
v_URzytLugoVw,1293,54.08,23.9,23.66864,training,1280
v_8cH0mAgsuAc,4223,176.24,24.0,23.87653,training,4208
v_ouc67LyENuw,3290,131.73,25.0,24.89942,training,3280
v_jBvGvVw3R-Q,6548,218.62,30.0,29.89662,training,6536
v_lzQwtmUrSK4,5010,209.12,24.0,23.90972,training,5000
v_G7kqlq8WhRo,4274,171.11,25.0,24.91964,training,4264
v_ubR7XPBJQH8,5226,209.14,25.0,24.94023,training,5216
v_ldjIg23Rofw,6175,206.12,30.0,29.88550,training,6160
v_IKrnz_OzqT8,2678,89.35,30.0,29.81533,training,2664
v_hPOtGLv1GzM,5673,191.12,29.7,29.63583,training,5664
v_n-i9nC6vxu0,2367,94.81,25.0,24.80751,training,2352
v_UeN7XgwLkOU,4809,192.49,25.0,24.93636,training,4800
v_nfTFGY2n_io,6832,228.18,29.9,29.87115,training,6816
v_wqThk38AdEA,574,23.06,24.9,24.28448,training,560
v_hIQ4Lmazo4g,2007,67.08,29.9,29.69589,training,1992
v_zTrI4pPFIlw,4495,150.09,29.9,29.84876,training,4480
v_QCcueK6xiZ4,2191,73.12,30.0,29.75930,training,2176
v_k5wjc4OO1XM,1958,65.41,29.9,29.72023,training,1944
v_UxhKb-zZoWE,3798,126.83,29.9,29.83521,training,3784
v_5kCv4zwc7-I,4985,166.46,29.9,29.89307,training,4976
v_REOP3JWB0yc,4492,149.96,30.0,29.87463,training,4480
v_NGF0rQiDxNk,1154,38.57,29.9,29.66036,training,1144
v_Tg3FU9Ro6KQ,6036,201.55,29.9,29.88837,training,6024
v_6LrY7uMj8Kg,3896,155.95,25.0,24.87977,training,3880
v_hiEVVSgAhls,2045,85.45,23.9,23.77999,training,2032
v_r7Z5Pm3pKMA,1137,45.63,24.9,24.72058,training,1128
v_ExMpLopi9ug,1254,41.96,29.9,29.55195,training,1240
v_kFmOtf_Ew1w,5487,228.72,24.0,23.92445,training,5472
v_B3ZVUyLeT84,1780,59.49,29.9,29.71928,training,1768
v_0IN40z63WAU,5797,232.01,25.0,24.92996,training,5784
v_a7FNzxXWvgU,5051,168.58,30.0,29.89678,training,5040
v_X4IE65LtDzQ,4662,155.57,30.0,29.87723,training,4648
v_8EyYHnijfnI,3913,130.66,29.9,29.87908,training,3904
v_NyL7m4JV8vQ,2948,98.48,29.9,29.81316,training,2936
v_bKVrokdj7HM,3699,123.58,29.9,29.84302,training,3688
v_O8TIRkB99Lo,3777,125.99,30.0,29.90714,training,3768
v_fCE3Eo7_Nmw,1807,60.40,29.9,29.66887,training,1792
v_UgtzVS_oeq0,1025,41.10,24.9,24.72019,training,1016
v_Z-2Gwqt_GCQ,4933,164.79,29.9,29.85618,training,4920
v_SxIJ6MjcgnY,3664,152.83,24.0,23.86966,training,3648
v_Hfd5sxW8Clg,5609,187.25,30.0,29.90654,training,5600
v_wideKBXF-60,4416,176.73,25.0,24.89674,training,4400
v_6dNh6AxVLx8,3519,117.52,29.9,29.81620,training,3504
v_iIhEO_NA8gk,6629,221.10,30.0,29.92311,training,6616
v_jhiJUgDpwFw,894,59.79,15.0,14.71818,training,880
v_zUPadKgtYHw,3439,137.83,25.0,24.84220,training,3424
v__zAfwnDt4VE,143,5.83,24.5,21.95540,training,128
v_cKFARm4dsws,263,11.12,23.7,22.30216,training,248
v_oEZToisRw4w,6420,214.14,30.0,29.92435,training,6408
v_gpmrwsV9skQ,774,31.07,24.9,24.46089,training,760
v_5CtecK635eI,6412,214.07,30.0,29.89676,training,6400
v_bOULU-0Nloc,5280,176.31,29.9,29.85650,training,5264
v_D707ZMWH7jQ,5005,200.34,25.0,24.91764,training,4992
v_ciXArKhjAv8,224,7.55,29.7,27.54967,training,208
v_c8GFfLcwFrE,3671,122.51,30.0,29.84246,training,3656
v_gsfIHiBB6xE,4289,85.87,49.9,49.84279,training,4280
v_wuZkli4TSZQ,1436,59.93,24.0,23.76105,training,1424
v_Ay6oxBYCSnU,589,39.45,14.9,14.60076,training,576
v_2u1gdf_53C0,2202,73.56,29.9,29.79880,training,2192
v_f00gW6PbWDE,1434,48.02,29.9,29.65431,training,1424
v_UYHgieL5IKM,5546,185.18,29.9,29.89524,training,5536
v_SiqB6_9kNQU,4852,162.17,29.9,29.84522,training,4840
v_8ikOQRbeQL8,3962,132.22,30.0,29.88958,training,3952
v_UvIS1-hwgaQ,9368,156.20,60.0,59.87196,training,9352
v_H_xL4tssqEU,7005,116.82,60.0,59.85276,training,6992
v_feio1hW6Dy0,3360,112.22,29.9,29.79861,training,3344
v_G02h5bFOpCE,2456,102.47,24.0,23.81185,training,2440
v_asyXgaH1Sro,1843,61.63,29.9,29.72578,training,1832
v_MOBJ_kpzHc0,5677,189.54,30.0,29.88287,training,5664
v_-fLJHBqizNM,2176,72.70,29.9,29.71114,training,2160
v_XFlWVBU4z9E,2633,87.89,30.0,29.85550,training,2624
v_74HRnmwIhfM,5341,213.79,25.0,24.92165,training,5328
v_wZ-teiWX4mg,3458,115.50,29.9,29.85281,training,3448
v_yqOW5LBA81w,2011,67.16,29.9,29.77963,training,2000
v_GqWH2IYPw6U,2921,97.52,30.0,29.86054,training,2912
v_UFfi0gxL6_Y,4761,158.99,29.9,29.88867,training,4752
v_wG0OD99mjdY,3571,119.24,29.9,29.85575,training,3560
v_fruimvo90vA,1105,36.99,29.9,29.62963,training,1096
v_b993qWuMRBA,12015,490.22,24.5,24.47881,training,12000
v_aB5xErksFkI,448,15.07,29.7,28.66622,training,432
v_bEt8fGREAAA,3637,121.46,29.9,29.83698,training,3624
v_J98U-PGh1bQ,821,27.80,29.5,29.06475,training,808
v_N_FbnDY_2j8,451,30.19,14.9,14.57436,training,440
v_-AaOr1DI2no,3407,113.85,29.9,29.79359,training,3392
v_1AxGiLSmGZo,1498,60.16,24.9,24.73404,training,1488
v_nobV1wL__iY,9460,157.73,60.0,59.89983,training,9448
v_pv73L2pQX1s,1647,66.02,24.9,24.71978,training,1632
v_CB41iJu4ZVY,2849,95.18,29.9,29.83820,training,2840
v_SnBTp7iV2kE,4253,146.75,29.0,28.89267,training,4240
v_H7EmlU0wQ6g,538,22.62,23.8,23.34218,training,528
v_f0cxC1B5cbw,6851,228.74,30.0,29.90295,training,6840
v_bnkO0slLSyw,5314,221.52,24.0,23.94366,training,5304
v_SsW-IeF0bzE,7052,235.40,30.0,29.90654,training,7040
v_Z90-HZ_geSI,2593,108.25,24.0,23.87067,training,2584
v_hV_Ud3zrAnA,2305,92.32,25.0,24.87002,training,2296
v_Cx1614E1Mgk,3661,122.25,29.9,29.84049,training,3648
v_dIlpPraDc-I,2891,96.60,29.9,29.81366,training,2880
v_xXDNNCl1m6c,1637,54.71,29.9,29.68379,training,1624
v_4rv1uLmbyHA,3478,116.05,30.0,29.84920,training,3464
v_XhqFJNRt-5g,904,30.95,29.2,28.69144,training,888
v_Vx6vP1oxiAg,596,19.97,29.8,29.24387,training,584
v_-vKXPND_mD8,239,8.08,29.6,27.72277,training,224
v_xpxxH2V7Fe8,4538,151.51,30.0,29.88582,training,4528
v_o1DCCTev0CQ,5375,215.09,25.0,24.91980,training,5360
v_KaGXQh-UHVU,3041,121.79,25.0,24.89531,training,3032
v_HysxcMFrTkc,5039,201.69,25.0,24.90951,training,5024
v_YK5n3YTf8pI,1501,60.14,25.0,24.74227,training,1488
v_WVxP7f_OyEs,5250,175.26,30.0,29.89844,training,5240
v_c2VcfB3YTBo,3682,147.42,25.0,24.90842,training,3672
v_jQU4NYJzxco,1790,71.91,24.9,24.69754,training,1776
v_X2zoUDI1Gmc,6331,211.32,30.0,29.90725,training,6320
v_KPJJfGK5NCw,3853,128.52,30.0,29.87862,training,3840
v_fkgojk18K0E,2874,96.09,29.9,29.80539,training,2864
v_h0p_7Q2Bucc,2433,81.34,29.9,29.80084,training,2424
v_Cy56IkwsQVs,4749,237.66,20.0,19.92763,training,4736
v_zM1-aiWdPvY,2174,72.63,29.9,29.73978,training,2160
v_Q6tYENILn40,943,31.56,29.9,29.40431,training,928
v_C7rGK81C7SU,7158,238.96,30.0,29.89622,training,7144
v_ZWHFbIjh0N8,5629,187.94,30.0,29.88188,training,5616
v_qCZhlIBr8_Q,2014,67.29,29.9,29.72210,training,2000
v_BryW4niZT9Y,2678,111.81,24.0,23.82613,training,2664
v_ztD4lVJATws,422,14.16,29.8,28.81356,training,408
v_moqRG7uwZ4Q,3109,104.26,29.8,29.69499,training,3096
v_JMJp9kFudNA,4694,156.71,30.0,29.86408,training,4680
v_OWEwmnZvvJE,4552,151.97,30.0,29.84800,training,4536
v_JlgDwIT9KLI,3287,109.78,29.9,29.80506,training,3272
v_i_Fs0Qrtu90,6712,224.05,30.0,29.88619,training,6696
v_N5J9Zb07uuQ,5279,176.33,29.9,29.85312,training,5264
v_GlvfqDfvbKA,1164,77.86,14.9,14.79579,training,1152
v_CAW0CEuyvZo,115,3.93,29.3,26.46310,training,104
v_kKxNVwk7Evc,2645,88.63,29.8,29.69649,training,2632
v_NLkJgnrKaKM,285,17.93,15.9,15.17011,training,272
v_esZMkzlZiuY,1944,64.95,29.9,29.68437,training,1928
v_Xueo66Jb8T4,4793,165.33,29.0,28.93607,training,4784
v_4XfNexN6t04,1131,37.83,29.9,29.60613,training,1120
v_P9I3zxNUu74,5150,171.92,30.0,29.87436,training,5136
v_PWriIL3pTWY,2953,98.52,30.0,29.88226,training,2944
v_0CTnYEE7rdo,4442,148.31,30.0,29.88335,training,4432
v_zcDA0s8eWU4,4124,137.58,30.0,29.88807,training,4112
v_n--fgqwuTTI,5108,170.57,29.9,29.87630,training,5096
v_D9A_9FH7e-A,5036,168.21,29.9,29.86743,training,5024
v_dJAZplo9ke0,457,30.70,14.9,14.59283,training,448
v_gwbRqyRZguM,764,25.59,29.9,29.38648,training,752
v_g0ns-bQ4PjE,4498,180.03,25.0,24.92918,training,4488
v_m7wfcL6YSMY,1298,43.40,29.9,29.67742,training,1288
v_TY4-gh8DV04,964,32.23,29.9,29.53770,training,952
v_xpA16yFuDqw,2773,111.06,25.0,24.85143,training,2760
v_B2qCBkXrb8s,1720,68.89,25.0,24.73508,training,1704
v_fm4ZaId1sL0,449,15.21,29.5,28.92834,training,440
v_U2-GFZxIufw,986,65.88,15.0,14.81481,training,976
v_RoHYo2x9gbc,3527,141.22,25.0,24.86900,training,3512
v_dG_jxrIaK6w,1200,80.16,15.0,14.77046,training,1184
v_gkhgAlVSKTI,6237,124.88,49.9,49.83985,training,6224
v_4EQYvkfMUWw,1763,58.93,29.9,29.73019,training,1752
v_twQbAuWVxlU,587,19.67,29.8,29.28317,training,576
v_lcwR7eA-VOY,5312,179.63,29.6,29.48283,training,5296
v_veKNTB-N9EQ,4532,151.35,29.9,29.86455,training,4520
v_IpFsz2xc3sY,5902,236.22,25.0,24.92592,training,5888
v_5t_hQVg9NsE,2248,75.09,29.9,29.72433,training,2232
v_b2eonKWCocE,4696,156.78,30.0,29.85075,training,4680
v_Ix2vIutdeNQ,1082,45.23,23.9,23.70108,training,1072
v_kF7p6irju1Q,3294,109.99,29.9,29.82089,training,3280
v_ICM-GjDa9QY,3794,126.60,30.0,29.88942,training,3784
v_Z9o_h64qVeo,4134,165.49,25.0,24.89576,training,4120
v_2FRzNpVz6f8,1409,56.50,24.9,24.77876,training,1400
v_eCNng1eGQ_0,6902,230.39,30.0,29.89713,training,6888
v_OsiES8BiRac,5650,226.14,25.0,24.94030,training,5640
v_wmmOt79-Azo,1313,87.87,14.9,14.84010,training,1304
v_34cQhizPKfc,10992,183.46,59.9,59.82776,training,10976
v_VssVjdgvHrQ,2353,98.17,24.0,23.87695,training,2344
v_LaWCwEG6n3w,5544,185.09,30.0,29.86655,training,5528
v_XwrF8edyJz0,5366,214.79,25.0,24.91736,training,5352
v_HadTAlDM5YM,3899,131.19,29.7,29.63641,training,3888
v_HGK_K2XqhTA,2872,95.85,30.0,29.79656,training,2856
v_0bjHe_5nACw,3733,124.69,29.9,29.83399,training,3720
v_sfeUXTuKMs8,4797,159.99,30.0,29.90187,training,4784
v_fghAmraOM9A,3937,131.50,29.9,29.87072,training,3928
v_9qgO4EQiQzI,4751,158.50,30.0,29.88013,training,4736
v_ZOeQh2-ci3M,4135,138.07,29.9,29.83994,training,4120
v_yScYLIJ_txA,1232,41.26,29.9,29.47164,training,1216
v_H9FxfosWRTE,4673,155.95,30.0,29.90702,training,4664
v_1aNOjjLWjxc,87,3.00,29.0,24.00000,training,72
v_uqixFWxAQSA,6282,209.54,30.0,29.93223,training,6272
v_HeMpg3SAUUs,826,27.66,29.9,29.50108,training,816
v_ooWk0EL6I7o,635,21.29,29.8,29.30953,training,624
v_ciS5DtShxA8,4396,273.60,16.1,16.02339,training,4384
v_e60HGAzBOvo,3903,156.22,25.0,24.88798,training,3888
v_kPbae85fofk,3351,111.97,29.9,29.79369,training,3336
v_9wtMJoqGTg0,2669,89.28,29.9,29.74910,training,2656
v_AjSFqqfzml0,545,18.25,29.9,29.36986,training,536
v_q66BG9h_7XI,5462,182.35,30.0,29.87661,training,5448
v_zLF5DSuDixg,6941,231.74,30.0,29.89557,training,6928
v_vNMBtwYDH9E,3119,104.21,29.9,29.78601,training,3104
v_OqoUemFpetc,3360,140.27,24.0,23.83974,training,3344
v_IcfWEKjl_AY,655,21.97,29.8,29.13063,training,640
v_c3lo99rni-o,5208,208.42,25.0,24.91124,training,5192
v_hXjxOvlNxQM,210,7.13,29.5,28.05049,training,200
v_3xoIXUMqmqA,4781,159.61,30.0,29.87281,training,4768
v_JWFJGkUKVfk,3488,116.36,30.0,29.83843,training,3472
v_pn1XDTlNMso,4220,140.95,29.9,29.85456,training,4208
v_1zyyumIi0iQ,13912,232.18,59.9,59.85012,training,13896
v_whwserG3XGc,3212,128.71,25.0,24.86209,training,3200
v_bNvAqFcKzqU,6991,233.48,29.9,29.87836,training,6976
v_HPyLSmDjsHY,5140,171.48,30.0,29.90436,training,5128
v_GsNyn-6DDJM,991,33.16,29.9,29.43305,training,976
v_TS-p15iwQPc,3865,129.06,29.9,29.87758,training,3856
v_hnwZmUR1FUw,1288,83.89,15.4,15.16271,training,1272
v_7iPb7mLURVc,3332,111.29,29.9,29.83197,training,3320
v_rvkVdD2u_yA,874,36.52,23.9,23.65827,training,864
v_TeXm2KTfkzo,3690,73.91,49.9,49.79029,training,3680
v_a5R0qO5NynU,7156,238.63,30.0,29.93756,training,7144
v_mcS9LX_P4BA,4772,159.31,30.0,29.87885,training,4760
v_NOGtIoZbEVg,4080,136.30,29.9,29.81658,training,4064
v_ZeN0mrRQHg8,3827,127.78,29.9,29.86383,training,3816
v_j3h8Di7V3nk,1624,54.22,30.0,29.65695,training,1608
v_8hrRE3_sWXo,6847,228.56,30.0,29.89149,training,6832
v_8wNsOZHTsj0,2097,70.08,29.9,29.79452,training,2088
v_X6BHwIJKl-Q,2087,69.73,29.9,29.71461,training,2072
v_0h45uztur-o,4296,171.94,25.0,24.89240,training,4280
v_xcDAjcRX93A,2576,85.96,30.0,29.78129,training,2560
v_tZ6Fjq6SJvQ,4998,200.06,25.0,24.91253,training,4984
v_N4Z9eYSu2uM,3861,128.92,29.9,29.84797,training,3848
v_xtmxgih0yIk,5812,232.62,25.0,24.93337,training,5800
v_P7bvD_CZH5M,5828,233.22,25.0,24.93783,training,5816
v_mxY7J50ItrU,1847,30.86,59.9,59.36487,training,1832
v_8IlwMnM_n38,4314,144.94,29.8,29.69505,training,4304
v_mgmwdQixDXY,4437,177.61,25.0,24.90851,training,4424
v__3hVtPVXTmg,1371,45.86,29.9,29.65547,training,1360
v_e6r-A-LAe2E,1172,39.24,29.9,29.56167,training,1160
v_ObOkhXGu7oY,5615,224.70,25.0,24.92212,training,5600
v_8VPiqCCOPWg,4965,198.69,25.0,24.92325,training,4952
v_mwndGBRpOPg,161,6.55,24.6,23.20611,training,152
v_hJ4ZU-FA5XA,5095,170.13,29.9,29.85952,training,5080
v_2OEc8kPVn_Y,6374,212.77,30.0,29.89143,training,6360
v_HiEClhlj5_A,3866,154.74,25.0,24.91922,training,3856
v_YpXe04ALJw4,229,15.47,14.8,13.96251,training,216
v_fFu37ig0pkY,4184,139.69,30.0,29.83750,training,4168
v_RaYMOYWhba8,4577,152.81,30.0,29.89333,training,4568
v_ztnt2EYuK3I,182,12.33,14.8,13.62530,training,168
v_UXX8k68S3_g,1484,99.10,15.0,14.85368,training,1472
v_E29kZvEtOUA,7126,237.63,30.0,29.92888,training,7112
v_kfW5sm39ZYE,6257,208.91,30.0,29.90762,training,6248
v_8B3qhnSB7U8,1447,48.37,29.9,29.60513,training,1432
v_TakNLlCbjvw,1257,52.48,24.0,23.78049,training,1248
v_jXIKHEsmVl4,897,30.07,29.8,29.53109,training,888
v_qvLFSqPCvn8,4739,158.06,30.0,29.91269,training,4728
v_eS7ENymCpZE,1936,64.69,29.9,29.68001,training,1920
v_rjzQD0vwnP0,7103,236.87,30.0,29.92359,training,7088
v_tOiPx5Veyd8,3120,104.24,29.9,29.77744,training,3104
v_HRbBaePTCR8,5505,183.88,29.9,29.88906,training,5496
v_gHhgZ0Bd4H4,6441,215.02,30.0,29.91350,training,6432
v_PLgcXxX3A2A,5065,169.09,30.0,29.90124,training,5056
v_GKy0MNJZxDc,1124,37.64,29.9,29.54304,training,1112
v_oghT33khlYQ,3987,166.40,24.0,23.89423,training,3976
v_mTsEJFP3W1A,4946,206.19,24.0,23.93909,training,4936
v_d_z2CA-o13U,4362,182.07,24.0,23.90289,training,4352
v_SwXGVQXyXkQ,4461,148.98,29.9,29.85636,training,4448
v_Qm7AL0RjHxI,2484,82.97,29.9,29.79390,training,2472
v_uklYBuQDwIw,2249,90.05,25.0,24.87507,training,2240
v_CJKwvmOuhJk,1084,36.27,29.9,29.55611,training,1072
v_RZr2KLNE6qE,180,6.11,29.5,27.49591,training,168
v_sYpC9oPhmY4,2114,84.71,25.0,24.83768,training,2104
v_HaprTZfP4sQ,2810,117.31,24.0,23.86838,training,2800
v_IGXq7a7Jl7s,5680,227.35,25.0,24.91313,training,5664
v_WSKx2EK_Bqc,5318,177.54,30.0,29.87496,training,5304
v_pSdlIsd_vZc,2164,43.38,49.9,49.60811,training,2152
v_soE6TfvOiIo,3529,117.89,29.9,29.85834,training,3520
v_yWvyLG3kq2I,1363,45.54,29.9,29.68819,training,1352
v_CcMic7jNIuE,1209,60.56,20.0,19.81506,training,1200
v_v8Dqgro-f-U,3817,159.29,24.0,23.90608,training,3808
v_xijxN7XB4d8,7035,234.82,30.0,29.91227,training,7024
v_bMDyOXygNPM,2381,95.39,25.0,24.82441,training,2368
v_DBGsPnuwdnU,864,28.96,29.8,29.28177,training,848
v_PLPUWZ7XZDo,3492,145.80,24.0,23.86831,training,3480
v_agX22QLvOcU,1729,57.77,29.9,29.77324,training,1720
v_svSM-UqjNWE,1439,48.11,29.9,29.59884,training,1424
v_FLL06mU-ua8,4235,141.32,30.0,29.88961,training,4224
v_zQCqzIgIpHI,4539,189.45,24.0,23.90077,training,4528
